Date,US dollar,Euro,Japanese yen,Pound sterling,Canadian dollar,Swiss franc,Indian rupee,Saudi riyal,UAE dirham,Thai baht,Korean won,South African rand,Australian dollar,Quarter,Year
2003-03-31,352.0312499999999,328.06874999999997,41869.2734375,219.528125,532.2312499999999,480.86875000000003,16814.117187499996,1320.1343749999996,1292.95625,15069.018750000001,422691.5781249999,2939.1453125,594.1234374999999,1,2003
2003-06-30,346.56615384615367,304.95692307692315,41059.79384615386,214.03846153846155,484.2953846153844,462.68769230769243,16303.33384615385,1299.635384615385,1272.8646153846153,14636.047692307697,418654.343076923,2680.0092307692307,541.156923076923,2,2003
2003-09-30,363.11363636363626,322.48787878787874,42610.46363636363,225.48181818181817,500.97424242424233,498.2196969696969,16696.972727272725,1361.7136363636362,1333.6363636363637,14988.08787878788,426421.03181818186,2688.868181818182,551.1924242424242,3,2003
2003-12-31,392.2863636363635,329.0696969696969,42653.93939393939,229.62272727272736,516.189393939394,511.389393939394,17845.157575757574,1471.1045454545458,1440.7469696969692,15605.263636363643,463631.7818181818,2640.028787878787,547.0818181818182,4,2003
2004-03-31,408.58923076923065,326.86307692307696,43790.579999999994,222.3938461538462,538.5692307692308,512.5507692307691,18463.83076923078,1532.1646153846154,1500.6753846153842,16024.93384615385,478836.0015384615,2764.476923076923,534.1984615384614,1,2004
2004-06-30,394.02,326.9784615384615,43182.881538461545,218.0430769230769,535.2446153846153,502.9153846153845,17655.927692307687,1477.5892307692309,1447.1800000000003,15853.600000000004,457786.71384615387,2592.6476923076925,551.5446153846152,2,2004
2004-09-30,401.3833333333334,328.369696969697,44118.963636363645,220.79090909090908,525.0424242424243,504.47424242424245,18509.096969696973,1505.2060606060609,1474.210606060606,16575.896969696976,463425.8954545455,2559.8772727272717,565.5409090909092,3,2004
2004-12-31,434.1742424242423,334.53636363636355,45866.58484848485,232.63030303030303,529.7318181818181,512.9696969696971,19471.14848484849,1628.1924242424245,1594.5893939393932,17455.695454545465,473544.7803030303,2621.5409090909097,572.8878787878788,4,2004
2005-03-31,427.43281250000007,326.0609375000001,44679.9828125,226.115625,524.1125,505.09062499999993,18661.120312500003,1602.8984374999995,1569.7937500000003,16499.6671875,436848.2671875,2568.8890625,549.7984374999999,1,2005
2005-06-30,427.39846153846145,339.7784615384616,45963.56153846154,230.4323076923076,531.8153846153847,524.4938461538461,18625.921538461538,1602.776923076923,1569.7261538461541,17144.552307692305,430975.85384615365,2743.3230769230754,556.0384615384617,2,2005
2005-09-30,439.69393939393933,360.5060606060607,48890.263636363656,246.29393939393933,528.2242424242426,560.021212121212,19196.365151515154,1648.9590909090914,1614.845454545455,18151.70757575758,452605.4696969697,2858.9909090909096,578.5045454545453,3,2005
2005-12-31,485.38769230769225,408.48153846153855,56943.14307692305,277.84615384615387,569.54,632.1569230769232,22017.521538461544,1820.443076923077,1782.763076923077,19924.370769230765,502835.7830769232,3167.6338461538453,653.0784615384619,4,2005
2006-03-31,553.4553846153844,460.2307692307692,64697.1846153846,315.8923076923077,639.3600000000001,717.7184615384613,24530.186153846156,2075.543076923077,2032.7415384615385,21754.269230769238,540249.4276923077,3406.0107692307683,749.4092307692305,1,2006
2006-06-30,627.1276923076923,498.4446153846155,71633.60923076923,342.8307692307693,703.36,779.1107692307695,28491.366153846146,2351.8692307692304,2303.324615384614,23893.31384615384,595131.5169230768,4049.073846153846,838.6476923076923,2,2006
2006-09-30,621.6800000000001,487.83230769230767,72240.03384615385,331.6,696.9446153846156,769.24,28832.786153846166,2331.4892307692303,2283.3461538461543,23422.763076923075,593833.6353846153,4440.393846153845,820.9953846153848,3,2006
2006-12-31,613.8523076923077,475.8430769230771,72274.76769230768,320.3230769230768,699.4984615384612,758.0784615384617,27598.296923076923,2301.9215384615386,2254.575384615384,22429.86153846154,575758.2938461539,4483.638461538462,796.6353846153845,4,2006
2007-03-31,649.5600000000002,495.5799999999999,77532.69384615385,332.3246153846153,761.0123076923077,801.0030769230768,28666.981538461543,2435.966153846154,2385.386153846154,22289.84923076923,609902.1553846155,4702.416923076923,826.1353846153846,1,2007
2007-06-30,667.2230769230771,494.7446153846155,80570.02153846151,335.89538461538456,732.7753846153847,815.136923076923,27532.93384615384,2502.3538461538456,2450.3307692307703,23150.20615384616,619806.4938461542,4730.996923076923,802.6261538461536,2,2007
2007-09-30,679.8584615384616,494.5153846153846,80047.48923076922,336.4046153846154,710.5799999999998,814.8553846153848,27553.26307692308,2548.9492307692294,2496.7030769230773,23149.507692307692,630627.7153846151,4828.9400000000005,802.9538461538463,3,2007
